Elevation,Slope,Horizontal_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type
2134,36,120,342,212,141,240,Cache,C4703
2765,24,192,1077,150,208,2359,Commanche,C7757
3374,9,309,2714,206,248,1080,Commanche,C7756
2063,18,30,912,247,212,190,Cache,C2702
3168,9,510,5930,207,249,2508,Rawah,C7746
3324,23,95,5773,242,192,738,Rawah,C8771
3046,16,90,540,242,233,1040,Commanche,C7202
2868,13,201,2666,237,217,2905,Rawah,C7745
3145,10,484,1731,209,219,2681,Commanche,C7755
2762,8,0,967,197,234,1626,Commanche,C4758
3090,6,0,4770,204,234,2471,Rawah,C7745
2906,15,258,5739,188,250,6280,Rawah,C7745
3224,26,430,4857,227,176,3315,Rawah,C7746
3279,4,618,577,209,238,782,Commanche,C7756
2514,22,192,537,212,187,1342,Commanche,C4703
3352,9,210,3750,199,246,1950,Commanche,C7756
3003,24,134,1383,147,227,2178,Commanche,C7757
3147,13,351,5788,189,247,2279,Rawah,C7746
2516,33,297,1112,123,184,900,Commanche,C4703
2989,11,342,2861,194,227,1471,Commanche,C7756
2407,4,30,1541,210,242,488,Commanche,C4703
3040,13,67,2696,241,232,2970,Rawah,C7745
2951,14,295,3137,186,222,1552,Commanche,C7700
3151,8,342,2323,229,241,902,Commanche,C7700
3183,5,242,4905,206,242,2423,Rawah,C7202
2944,10,658,1153,231,220,1579,Commanche,C7756
2962,20,42,3990,249,223,1057,Rawah,C7745
3080,3,60,1667,218,232,767,Commanche,C7755
2810,15,95,2483,184,220,1233,Commanche,C7755
3230,22,256,3425,154,220,1922,Rawah,C7745
3339,18,582,1537,221,249,1495,Neota,C7757
3059,18,212,4731,244,208,1879,Rawah,C7745
2332,3,0,342,223,238,1289,Cache,C2702
1997,18,256,450,170,242,808,Cache,C2702
3192,9,607,1040,216,220,2195,Commanche,C7756
2731,23,192,212,230,186,1825,Rawah,C7745
3124,15,242,331,244,229,2059,Rawah,C7202
2767,20,95,1841,245,203,1590,Commanche,C4758
2938,7,297,1699,233,230,2848,Commanche,C7756
2938,22,361,1061,249,222,484,Rawah,C7746
3186,9,30,1583,194,236,607,Neota,C7756
2942,13,120,3845,220,211,5250,Rawah,C7745
3180,14,258,990,241,216,1900,Rawah,C7745
3017,16,201,2401,224,204,1981,Commanche,C7755
3034,13,268,418,185,227,1503,Commanche,C7756
2003,12,323,540,185,236,808,Cache,C2702
2412,17,108,671,171,239,541,Cache,C4703
2397,25,210,150,153,245,553,Cache,C4703
3115,15,1150,2791,223,207,1471,Commanche,C7756
2962,7,376,4648,232,237,5307,Rawah,C4744
3182,9,607,819,201,226,1978,Commanche,C7700
2896,18,335,2706,231,200,3042,Rawah,C7745
3070,25,459,3027,172,253,2311,Commanche,C7755
2584,14,351,1170,239,214,1598,Commanche,C4704
2915,12,365,769,237,221,2362,Rawah,C7202
2799,24,277,1025,149,212,2358,Commanche,C7757
3044,2,42,3032,217,235,474,Rawah,C7201
2021,29,30,240,135,199,474,Cache,C2705
3234,8,666,4448,226,224,2435,Rawah,C7745
3099,6,365,2202,202,238,2451,Commanche,C7756
3153,9,297,1130,231,223,1142,Rawah,C7745
2964,9,595,778,233,225,1892,Rawah,C7745
2616,8,192,1530,225,223,4851,Rawah,C4744
2197,21,218,511,210,188,190,Cache,C4703
2980,9,30,1140,230,221,1740,Commanche,C7202
2995,9,277,4729,235,231,1566,Rawah,C7745
2567,17,210,1060,224,248,1182,Commanche,C2705
2984,21,495,641,240,236,1947,Commanche,C7757
3041,14,510,5948,230,245,4014,Rawah,C7746
2777,9,361,2970,211,223,1253,Commanche,C7756
2812,7,170,1786,224,224,2522,Commanche,C7702
3071,16,134,3881,230,203,693,Rawah,C7201
3087,14,67,780,220,208,854,Rawah,C7745
3248,19,384,1560,164,221,3013,Rawah,C8772
2464,14,30,1230,202,211,1661,Commanche,C7102
2772,3,240,1482,217,232,1794,Rawah,C4744
3075,13,379,2173,184,233,674,Commanche,C7201
3043,9,67,2702,236,233,560,Rawah,C7202
3167,3,300,2082,221,241,769,Commanche,C7202
2811,8,330,2345,235,232,1400,Rawah,C7745
3164,21,531,3679,171,202,1611,Commanche,C8772
2417,16,67,1233,176,239,828,Cache,C4703
2942,13,319,3623,237,216,5997,Rawah,C7745
3207,20,1001,1543,170,208,959,Commanche,C7757
3105,14,90,4685,180,231,1381,Rawah,C7201
3079,23,655,1273,155,210,892,Commanche,C7202
2818,15,210,1909,236,209,1943,Commanche,C7757
2782,23,150,3436,151,221,1421,Rawah,C7745
3255,15,630,3034,209,207,834,Commanche,C7700
2882,17,541,3144,196,206,1364,Commanche,C7756
2994,13,457,1414,184,244,1442,Commanche,C7755
3187,13,450,684,230,245,2017,Commanche,C7756
3129,13,301,1050,189,223,1672,Commanche,C7757
2876,13,170,2731,182,233,2359,Rawah,C7745
2915,8,67,2135,208,248,1602,Commanche,C7202
2644,4,301,997,208,237,874,Commanche,C2703
3276,10,153,4170,206,222,1634,Rawah,C7202
2470,12,42,738,241,225,454,Cache,C4703
2832,24,67,2994,249,222,1434,Commanche,C4758
2465,25,210,674,170,186,849,Commanche,C4703
3197,16,277,577,226,247,2627,Neota,C7756
3342,15,0,4345,193,213,4084,Rawah,C8771
2966,2,558,864,222,234,1991,Rawah,C7745
2882,19,212,234,248,224,1110,Rawah,C7746
3239,5,323,2685,219,244,1031,Commanche,C7756
3102,21,466,607,238,194,1501,Rawah,C7746
2862,4,0,1678,209,237,1231,Commanche,C7202
2243,31,277,691,136,184,939,Cache,C4703
3294,15,42,6091,176,239,335,Rawah,C7201
2528,30,300,937,250,179,859,Commanche,C2705
3223,28,541,1702,191,252,3550,Rawah,C7745
2990,12,134,124,198,219,992,Rawah,C7201
2998,12,85,5209,227,246,4986,Rawah,C7745
3175,14,513,437,243,227,1747,Rawah,C7202
3098,6,360,1930,221,226,2848,Commanche,C7756
3253,14,819,2037,189,221,600,Commanche,C7201
2054,32,234,258,119,199,516,Cache,C4703
2412,16,242,872,243,232,1298,Commanche,C2703
2274,10,295,774,194,229,700,Cache,C2717
3392,12,108,2613,240,232,1233,Commanche,C8772
3208,5,283,6149,208,241,1328,Rawah,C7101
2358,17,180,1266,193,206,1073,Cache,C4704
2726,11,175,2774,224,217,812,Commanche,C4703
2853,10,150,2954,238,231,2352,Rawah,C4744
2883,5,30,1798,212,230,1040,Commanche,C7202
2972,14,212,1388,211,252,1493,Commanche,C7755
3112,19,570,939,248,212,1879,Commanche,C7757
2872,12,270,451,225,213,1742,Rawah,C7745
3338,13,300,2132,207,213,1527,Commanche,C7755
3018,19,95,5511,228,197,4444,Rawah,C7102
2834,20,295,418,233,195,1380,Rawah,C7746
2669,27,190,1860,230,237,1383,Commanche,C2705
2995,32,162,4487,253,179,2380,Rawah,C7745
2228,29,60,1233,129,222,612,Cache,C4703
3195,15,255,1317,185,218,531,Commanche,C7700
3102,14,524,2906,193,251,633,Commanche,C7756
2974,9,60,3611,199,227,2460,Rawah,C7745
3425,22,516,2356,251,205,2362,Rawah,C8776
3087,13,331,1430,185,242,1448,Commanche,C7202
3340,24,124,924,246,226,1176,Neota,C7700
3306,16,842,1958,203,205,700,Commanche,C7700
3271,18,127,2151,209,199,335,Commanche,C8703
3014,18,323,1487,167,229,3221,Rawah,C7201
3145,18,150,3805,186,206,3302,Commanche,C7700
2617,12,0,1249,227,246,845,Commanche,C2703
2757,5,134,1819,221,243,721,Rawah,C4744
2737,2,212,1530,222,234,2080,Rawah,C4744
3234,12,540,4066,236,219,1988,Rawah,C7745
2990,18,787,3013,244,209,684,Commanche,C4703
2296,17,67,170,243,232,331,Cache,C4704
3142,27,700,2911,163,185,2643,Commanche,C7700
2962,11,190,713,219,215,2282,Rawah,C7745
3218,12,426,741,200,251,2130,Commanche,C7757
3070,11,306,1761,221,216,3624,Commanche,C7757
3011,13,90,6294,234,215,3543,Rawah,C7700
2587,18,162,1506,246,227,2434,Commanche,C2705
3089,17,242,4737,206,202,750,Rawah,C7745
2972,16,170,5086,218,202,2914,Rawah,C7745
3283,28,443,2753,165,252,966,Rawah,C8772
3166,16,547,2220,201,206,2156,Commanche,C7757
3104,21,313,644,246,200,1485,Rawah,C7746
2710,6,95,1339,214,246,2257,Rawah,C7746
3473,24,162,4055,239,234,4034,Commanche,C7757
2727,18,30,437,194,254,2352,Commanche,C6102
3101,10,270,2901,222,217,5676,Rawah,C7745
2602,11,218,819,204,220,782,Rawah,C4201
2983,5,67,5340,215,229,2446,Rawah,C7202
2991,17,335,3670,213,200,5756,Rawah,C7745
2861,17,67,4025,199,254,3482,Rawah,C7746
3114,15,391,1431,198,209,3542,Commanche,C7700
2641,12,60,1718,231,243,324,Commanche,C2705
2813,20,108,3998,248,209,942,Rawah,C7201
3223,12,258,5672,240,232,3107,Rawah,C7745
3164,16,162,1195,218,204,4893,Neota,C7201
2849,12,30,2563,237,219,2187,Rawah,C7745
3013,10,42,2333,232,242,4004,Rawah,C7202
2260,27,30,1682,179,174,895,Cache,C4703
3043,16,95,1235,216,202,2842,Commanche,C7201
3243,5,30,6212,223,229,277,Rawah,C7201
3138,2,150,1057,218,233,1440,Commanche,C7202
2845,7,0,638,220,225,216,Commanche,C7202
2606,22,60,1379,165,249,1406,Commanche,C2704
3221,16,150,3062,180,248,1104,Commanche,C7755
2991,11,60,4428,232,218,1024,Rawah,C7202
3108,13,30,2814,220,210,1290,Commanche,C7202
3337,3,666,878,217,233,1361,Commanche,C7756
3181,29,67,4051,149,180,3466,Commanche,C7700
2844,12,90,2501,235,239,1861,Rawah,C7746
3202,16,30,3041,174,229,2352,Rawah,C7745
1983,33,210,180,128,177,779,Cache,C2706
2998,8,765,5984,198,241,6185,Rawah,C7745
3139,10,95,2420,214,249,931,Commanche,C7202
2533,15,30,661,243,232,3308,Rawah,C7745
2823,22,108,1172,233,188,2268,Commanche,C7757
2946,11,503,2700,214,250,2076,Commanche,C7757
2827,8,42,5465,229,226,4658,Rawah,C7745
3054,10,270,5662,227,218,4723,Rawah,C4744
3164,11,480,1008,196,248,853,Commanche,C7202
3163,13,120,2529,184,229,430,Commanche,C7757
3398,8,582,1292,234,232,2782,Commanche,C7756
2936,23,175,6316,252,213,4158,Rawah,C7745
3027,14,339,2866,195,252,1825,Commanche,C7757
2990,18,696,2389,189,205,1654,Commanche,C7700
2513,11,60,342,220,216,1514,Commanche,C4703
2896,26,150,3245,166,252,1748,Commanche,C2705
2959,13,42,4129,207,214,2133,Rawah,C7746
2761,16,228,1739,218,204,330,Commanche,C7755
3152,24,626,4063,231,183,4203,Rawah,C7202
3279,13,361,5478,231,214,1159,Rawah,C7745
2939,5,323,4791,224,228,2845,Rawah,C7745
3201,6,95,3178,214,228,4857,Rawah,C7745
3578,29,924,2438,253,188,1273,Rawah,C8776
2760,15,424,1663,219,207,2067,Rawah,C7746
3233,15,216,1699,238,238,1401,Neota,C7202
2603,20,85,1383,196,196,1909,Commanche,C4704
2469,25,150,841,170,188,1128,Commanche,C2705
3304,13,331,1746,208,213,1040,Commanche,C7755
3195,13,577,2090,214,212,2493,Commanche,C7700
2609,4,30,2049,213,233,2687,Commanche,C6102
2985,8,430,6135,207,248,5248,Rawah,C7745
3550,17,908,2642,246,214,977,Rawah,C8776
3233,12,295,4082,226,246,2062,Commanche,C7757
2966,16,67,365,174,231,703,Neota,C7201
3359,9,162,2984,224,246,474,Commanche,C8771
3173,6,815,1507,202,236,2523,Commanche,C7756
2961,10,120,1663,227,245,1113,Rawah,C7745
2747,8,60,671,234,231,2232,Rawah,C7745
3123,17,778,1739,202,254,618,Commanche,C4758
3107,13,30,1533,212,212,2442,Commanche,C7700
2850,4,0,1415,224,231,1486,Rawah,C7745
3083,16,85,2989,225,204,5740,Rawah,C7745
2876,12,301,730,206,217,759,Commanche,C7756
2663,13,60,1613,203,214,6373,Rawah,C7745
3338,6,212,3029,228,240,607,Commanche,C8771
2595,23,30,1177,224,185,1374,Commanche,C7102
3025,10,192,480,234,222,1403,Commanche,C7756
3116,22,391,577,162,207,1951,Commanche,C7201
3401,15,541,2843,212,252,1366,Commanche,C7756
2970,16,379,1557,182,249,1380,Commanche,C7755
2439,9,268,1214,207,222,726,Cache,C2717
3094,14,242,4734,232,243,895,Rawah,C7745
2640,17,190,2096,195,204,2529,Commanche,C7700
2941,2,67,1714,216,234,162,Commanche,C7756
2597,14,192,1189,236,213,1348,Commanche,C4704
2873,25,295,859,170,252,516,Commanche,C4758
3040,22,553,5094,167,203,492,Rawah,C7745
3194,3,306,5861,213,241,2210,Rawah,C7201
2783,9,255,1879,233,238,2412,Rawah,C4744
3162,8,420,6325,213,248,1866,Rawah,C7745
2516,8,0,1148,217,222,1616,Commanche,C6102
3179,13,484,2040,213,211,2584,Commanche,C7700
2020,33,162,201,248,167,474,Cache,C2702
2838,18,67,1207,202,254,2527,Commanche,C7757
2919,3,532,4449,212,235,4521,Rawah,C7202
2936,4,402,3266,226,233,1834,Rawah,C7745
3267,20,150,3287,169,246,1398,Commanche,C7756
3176,6,330,2687,228,229,1725,Rawah,C7745
3148,19,330,960,205,197,1718,Commanche,C7757
2634,10,297,1273,231,220,834,Rawah,C7745
2957,15,731,2836,243,232,1790,Commanche,C7702
3097,17,228,2045,221,250,95,Commanche,C7755
2693,24,270,547,199,253,722,Commanche,C2704
3522,16,313,1638,176,224,2083,Neota,C8776
2588,6,361,488,217,227,295,Commanche,C2703
3242,11,90,6012,204,219,481,Rawah,C7201
2955,9,285,5294,234,238,2538,Rawah,C7746
3219,13,663,2044,198,215,309,Commanche,C7790
3277,6,655,1687,224,226,3079,Neota,C7202
2925,26,85,362,191,174,2917,Commanche,C7700
2067,33,85,212,211,150,480,Cache,C4703
3017,8,339,4890,234,236,1570,Rawah,C7746
3039,14,361,467,193,217,1587,Commanche,C7700
3103,8,124,3416,228,243,5132,Rawah,C7746
3276,10,842,870,202,249,2510,Commanche,C4758
3254,10,272,1198,232,221,2250,Rawah,C7202
2879,30,30,365,239,168,2415,Rawah,C7746
3021,12,180,3580,238,222,5495,Rawah,C7102
3022,1,0,3355,219,237,162,Rawah,C7202
2518,7,524,841,230,228,3817,Rawah,C6731
3112,5,0,993,229,235,1802,Rawah,C7202
2689,8,424,890,229,224,1282,Rawah,C4744
2615,16,0,1173,190,212,2416,Rawah,C6101
3322,14,883,1415,219,207,1731,Commanche,C8776
3244,12,592,3148,240,231,3004,Commanche,C7756
3113,18,60,3617,215,252,4993,Rawah,C7745
2937,12,95,5686,190,246,1092,Rawah,C7745
2798,23,30,2250,189,187,882,Commanche,C7202
3410,16,306,3866,244,216,3448,Commanche,C8772
2747,10,511,577,223,219,446,Commanche,C4703
3072,21,210,1537,156,229,391,Commanche,C7756
2528,30,85,937,137,241,1426,Commanche,C7710
3153,16,30,4095,182,218,1883,Commanche,C7201
2765,12,362,1931,194,222,2071,Commanche,C4703
2141,16,150,454,177,221,402,Cache,C4703
2622,17,300,811,191,253,1423,Commanche,C2703
3011,13,700,5945,184,240,3420,Rawah,C7745
3258,11,240,997,222,215,3015,Neota,C7202
3320,24,95,3430,164,195,2400,Commanche,C7700
2679,7,319,671,218,225,1032,Rawah,C4744
2189,24,108,1116,190,181,1187,Cache,C2702
3044,14,391,5412,213,210,3761,Rawah,C7745
3385,17,335,2971,221,250,1689,Commanche,C7756
2377,21,60,886,156,225,1584,Cache,C4703
3198,4,342,5550,221,231,2790,Rawah,C7745
2228,30,484,532,186,163,633,Cache,C4703
3098,14,402,1677,213,208,3610,Commanche,C7757
2930,13,379,2580,205,252,2174,Commanche,C7702
3008,14,67,2823,186,247,872,Commanche,C7757
2231,34,30,849,106,210,700,Cache,C4703
2916,3,342,2804,222,233,2147,Rawah,C7745
2963,13,67,1606,236,216,3463,Rawah,C7745
3108,4,150,4295,223,232,1499,Rawah,C7201
3032,14,162,2605,184,224,1710,Commanche,C7757
2793,8,283,1559,213,223,1269,Rawah,C4744
3251,6,351,979,209,230,1461,Neota,C7700
2759,15,192,201,241,213,2574,Rawah,C7700
2919,8,30,4791,204,229,2277,Rawah,C7101
2815,16,362,1840,189,211,990,Commanche,C4704
3056,7,726,1445,228,226,882,Rawah,C7202
3200,3,150,42,211,235,1383,Neota,C7202
3227,20,175,973,211,191,1945,Neota,C7202
3039,8,60,3161,208,225,371,Rawah,C7202
3116,22,560,5963,153,232,1660,Rawah,C7746
3018,17,297,2848,187,252,1840,Commanche,C7757
2493,18,90,1921,206,198,872,Commanche,C4703
3135,12,285,5562,241,229,953,Rawah,C7745
3008,13,573,5192,207,214,5708,Rawah,C4744
2978,10,0,3288,202,222,1064,Commanche,C7102
2775,7,30,3031,229,226,6339,Rawah,C7102
2369,19,277,1442,195,200,525,Cache,C4703
3064,2,0,1530,223,237,1874,Rawah,C7202
3007,12,808,1236,217,213,2522,Commanche,C7756
2564,27,85,2061,240,179,579,Commanche,C4703
3244,9,847,4250,195,235,2411,Rawah,C7745
3329,11,0,1365,238,224,1563,Neota,C8771
3179,8,937,1224,225,244,1477,Commanche,C7757
2789,14,319,2402,242,232,2613,Rawah,C4744
2520,8,404,594,224,223,3546,Rawah,C6731
2678,11,362,840,233,220,799,Rawah,C7745
2995,7,175,1933,203,242,1203,Rawah,C7745
2905,13,212,1683,197,218,2568,Commanche,C7756
3023,20,949,1557,221,191,2089,Commanche,C7757
2891,8,218,2042,232,227,2866,Commanche,C7702
2968,13,268,5428,217,250,3010,Rawah,C7745
3300,16,190,3766,191,209,3891,Rawah,C8771
2996,15,67,1597,243,232,1844,Commanche,C7756
2708,27,85,1552,239,176,1396,Commanche,C7757
3363,14,443,3408,214,252,210,Commanche,C7755
2679,8,0,1377,228,223,3481,Rawah,C7102
2481,27,420,361,177,253,1033,Commanche,C2705
3128,10,741,1790,205,249,649,Commanche,C4758
3113,12,283,4507,238,221,3118,Rawah,C7745
3160,8,30,1805,222,223,384,Rawah,C7202
3076,6,395,2200,221,226,2652,Commanche,C7756
2995,5,60,2821,213,231,1604,Rawah,C7745
3086,11,570,4163,216,216,2397,Rawah,C7745
3158,6,277,4564,230,236,2021,Rawah,C7201
3057,2,60,3369,214,236,603,Rawah,C7201
3207,13,30,1226,220,211,2492,Rawah,C7202
3162,4,420,2135,225,239,1104,Commanche,C7756
3096,35,484,750,242,157,1774,Rawah,C7745
2629,14,170,1302,208,252,1385,Commanche,C2704
2567,7,600,726,219,246,886,Commanche,C2703
3187,22,170,902,251,208,760,Commanche,C8772
3208,10,234,2646,229,219,960,Rawah,C7202
3164,12,60,1559,224,214,2491,Rawah,C7745
2705,3,67,1710,222,240,900,Rawah,C4744
2919,14,268,5225,181,232,2233,Rawah,C6101
3355,15,446,1826,243,231,1852,Rawah,C8771
3274,10,85,6044,236,223,495,Rawah,C8771
3034,24,335,4347,239,187,2394,Rawah,C7745
3121,8,1172,2823,220,221,1507,Commanche,C7756
2979,6,30,2731,217,227,1695,Rawah,C7101
2888,23,192,2370,250,202,1734,Commanche,C4758
3186,13,150,589,232,215,2136,Neota,C7745
3309,24,30,1884,252,213,830,Commanche,C8776
3232,19,499,660,164,229,792,Neota,C7202
2984,7,212,1442,219,224,1879,Rawah,C7201
2131,34,150,600,164,151,514,Cache,C4703
2885,29,180,2220,132,234,1355,Commanche,C4758
3180,22,60,2233,214,251,1425,Commanche,C7757
3147,22,503,1614,250,219,2742,Commanche,C7757
2979,18,540,540,236,200,806,Rawah,C7745
3311,13,228,5017,190,222,3184,Commanche,C8771
2740,19,30,1325,234,197,1719,Commanche,C4758
2359,26,323,1129,187,175,1253,Cache,C4703
3165,20,1140,3150,232,243,2366,Commanche,C7757
3177,22,95,495,213,187,1595,Rawah,C7201
2851,18,124,2501,171,219,685,Commanche,C7755
2679,7,361,1600,210,228,6044,Rawah,C4744
3280,11,335,2706,239,230,3159,Commanche,C8772
2903,5,272,3767,222,243,1566,Rawah,C4744
2957,5,216,4591,214,245,2753,Rawah,C7746
3077,20,1036,3191,238,238,1611,Commanche,C7757
3359,8,212,1360,206,226,3625,Neota,C8703
2954,15,162,1364,180,227,3181,Rawah,C7201
2965,11,467,5555,224,247,3622,Rawah,C7745
3135,5,201,3940,226,241,1366,Rawah,C7745
2416,11,330,949,233,220,957,Cache,C2703
3351,19,342,3647,184,205,1956,Rawah,C8771
3270,8,525,3216,235,231,4479,Rawah,C8776
3160,6,30,2322,223,227,1465,Commanche,C7202
2082,24,170,234,148,236,511,Cache,C4703
2755,33,67,1292,194,246,1883,Commanche,C4758
2534,15,170,1034,212,252,1503,Commanche,C2705
2844,8,0,1041,230,241,2413,Commanche,C6102
3057,3,342,5771,225,234,4643,Rawah,C4744
3010,7,150,815,208,228,1168,Neota,C7201
3157,14,216,595,205,211,2520,Neota,C7202
3103,17,339,598,179,217,1861,Commanche,C7201
3276,10,30,1549,236,224,2952,Rawah,C8771
3046,20,242,3161,215,191,1693,Commanche,C7755
2814,18,42,2524,229,245,1114,Commanche,C4703
2801,31,85,3730,248,212,5675,Rawah,C7746
2745,12,170,2542,202,217,6784,Rawah,C4744
3226,11,571,1357,192,246,2611,Commanche,C7755
2900,13,301,5375,206,213,3933,Rawah,C6101
3119,21,247,997,242,198,1487,Commanche,C7756
2843,12,30,1245,237,218,1699,Rawah,C7745
2975,8,0,5354,231,239,2160,Rawah,C6101
2970,10,295,4808,234,223,2976,Rawah,C7746
2946,13,277,3354,240,219,2249,Commanche,C2705
2939,14,768,1087,216,251,1690,Commanche,C7756
3032,13,134,2067,223,211,1616,Commanche,C7756
2619,13,458,1343,229,211,4112,Rawah,C7745
3273,15,607,841,209,207,685,Rawah,C7201
3018,17,277,594,189,207,1698,Commanche,C7700
2828,18,124,2627,229,198,2830,Rawah,C4744
3137,23,255,3935,173,192,888,Commanche,C7700
2114,11,30,1230,240,229,1168,Cache,C6102
3048,23,272,646,247,197,1718,Rawah,C7745
2868,20,361,2376,209,191,467,Commanche,C4703
3004,20,360,2173,213,193,2274,Commanche,C7700
3137,17,300,2301,236,240,1657,Commanche,C7709
3068,20,600,2613,166,215,1533,Commanche,C7757
3090,11,450,1744,233,220,1415,Rawah,C7745
2863,14,67,5922,188,222,4548,Rawah,C7700
3205,12,335,4481,199,218,1620,Rawah,C7745
3187,7,524,2116,220,225,1060,Commanche,C7755
2846,18,258,2671,236,201,1867,Rawah,C7745
3197,17,283,2166,239,237,3303,Commanche,C7757
3397,13,458,2255,234,241,474,Commanche,C8771
2969,5,511,886,223,229,2022,Rawah,C7745
2913,16,492,1530,199,207,2828,Commanche,C7757
2823,5,0,2652,227,231,2721,Rawah,C7202
2995,5,256,953,214,229,2132,Rawah,C7745
3044,9,592,5816,235,229,5051,Rawah,C4744
3148,14,85,1406,188,219,2340,Rawah,C7745
2982,19,95,4223,243,233,2033,Rawah,C7746
2378,20,175,904,224,191,708,Cache,C4703
3205,14,42,1968,224,208,1771,Commanche,C7202
2968,11,180,2185,219,215,631,Commanche,C7756
3054,6,85,1777,225,242,1800,Commanche,C7202
2560,35,150,1549,179,246,395,Commanche,C2705
2450,7,90,591,231,227,1530,Commanche,C2705
3115,8,417,2340,199,242,2510,Commanche,C7756
3006,10,192,960,238,233,446,Commanche,C7756
2863,27,324,1368,249,188,1018,Commanche,C7756
3084,20,541,6111,162,241,1531,Rawah,C7745
2826,14,228,1390,201,212,1542,Commanche,C7700
2747,1,402,994,219,238,1816,Commanche,C4704
3341,17,467,1294,218,199,1806,Neota,C8771
2318,21,212,953,240,236,834,Cache,C2717
3348,18,443,4495,222,249,2687,Commanche,C7757
2818,18,240,247,237,203,1578,Rawah,C7745
3004,19,30,1670,241,202,1825,Rawah,C7202
3021,21,175,2300,206,191,4230,Rawah,C7745
2287,27,108,319,152,191,1040,Cache,C4703
3031,10,95,3601,232,221,1959,Rawah,C7745
2482,16,0,1025,202,206,1294,Commanche,C6102
3171,5,108,579,207,240,875,Neota,C7756
2548,28,600,571,254,204,1307,Commanche,C2705
2545,7,212,335,224,225,1361,Rawah,C4201
2916,13,90,5302,233,242,4039,Rawah,C7745
3180,24,170,2349,250,220,3124,Commanche,C7757
2947,8,247,1740,234,228,1900,Commanche,C7755
2901,20,418,1818,173,250,1531,Commanche,C4758
3128,28,30,1342,235,174,845,Commanche,C8772
3215,26,134,1095,142,238,2463,Rawah,C8772
2538,4,150,2584,226,236,2525,Commanche,C6102
2919,4,85,3934,224,241,6166,Rawah,C7745
3042,11,67,3000,195,247,1116,Commanche,C7757
3129,23,170,4347,155,209,1074,Rawah,C7201
3454,16,631,2579,231,204,1974,Rawah,C8776
3121,18,454,2147,216,198,1507,Commanche,C7756
2965,15,283,4031,241,215,5239,Rawah,C4744
2909,10,150,5018,196,246,1299,Rawah,C7746
3121,20,285,3217,192,254,1150,Commanche,C7757
2954,10,60,1558,218,219,907,Commanche,C7756
2748,23,268,1319,151,218,1307,Commanche,C7755
3011,6,234,4039,208,232,1426,Rawah,C7745
3178,7,524,3225,209,228,3541,Rawah,C7745
3274,21,531,1463,237,192,5014,Neota,C7700
2161,24,268,361,183,186,604,Cache,C4703
3037,5,60,3212,227,232,5455,Rawah,C7102
3294,7,95,6091,208,247,379,Rawah,C7201
3268,8,234,1415,209,226,458,Rawah,C8771
2660,16,242,607,208,205,1969,Rawah,C7745
2978,7,0,3960,232,232,5367,Rawah,C7745
2830,23,127,2278,152,240,973,Commanche,C7755
3349,17,618,1657,244,231,1377,Neota,C7755
2854,24,268,1621,192,183,1718,Commanche,C7700
2863,19,330,376,221,194,1518,Rawah,C7745
3139,18,351,5826,173,246,2173,Rawah,C7746
3037,11,108,2809,196,226,677,Rawah,C7202
3233,10,484,2777,207,250,285,Commanche,C7756
3327,14,1149,3670,190,250,2504,Commanche,C7709
3273,7,335,5476,217,225,525,Rawah,C7201
